location_id,countryID,longitude,latitude,locationName,isMobile,isMonitor,provider,sensorID,instruments,sensorParameterID,firstUpdated,lastUpdated
229192,ZA,27.88477,-26.72469,North West University Vaal campus,False,True,South Africa,"1320289, 1320286, 1320293, 1320290, 1320287, 1320291",Government Monitor,"8, 7, 10, 1, 2, 9",2021-07-08T05:00:00Z,2024-03-12T10:00:00Z
229203,ZA,22.23828,-33.60627,Oudtshoorn,False,True,South Africa,"1320357, 1320356",Government Monitor,"1, 2",2021-07-08T16:00:00Z,2022-11-30T12:00:00Z
229479,ZA,18.7317,-33.4554,Malmesbury,False,True,South Africa,"1321845, 4276096, 1321846, 4276226, 1321844, 1321843, 1321847",Government Monitor,"8, 35, 7, 19840, 10, 1, 9",2021-07-14T10:00:00Z,2024-03-12T00:00:00Z
230803,ZA,28.94285,-25.97884,Chicken Farm,False,True,South Africa,"7701551, 5086409, 1328979, 5086408, 1328978, 1328945, 1328993, 1328949",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-02T21:00:00Z,2024-03-08T06:00:00Z
230804,ZA,29.80023,-27.11275,Majuba,False,True,South Africa,"7700990, 5086711, 1328998, 5086709, 1328920, 1328935, 1328981, 1329000",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-02T21:00:00Z,2024-03-08T06:00:00Z
230805,ZA,29.60883,-26.74196,Sivukile,False,True,South Africa,"7700993, 5087225, 1329002, 5087227, 1329015, 1328982, 1329016, 1328926",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-02T21:00:00Z,2024-03-08T06:00:00Z
230806,ZA,28.48008,-26.76472,Grootvlei - Eskom,False,True,South Africa,"7700638, 5086561, 1329003, 5086565, 1328950, 1328995, 1329008, 1328951",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-02T21:00:00Z,2024-02-08T15:00:00Z
230807,ZA,27.54035,-23.73852,Medupi,False,True,South Africa,"7700987, 5086848, 1328954, 5086847, 1328937, 1328933, 1329004, 1329013",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-02T21:00:00Z,2024-03-08T05:00:00Z
230808,ZA,29.7389,-26.13827,Kwazamokuhle,False,True,South Africa,"7700642, 5086712, 1328990, 5086710, 1328948, 1328934, 1329006, 1328923",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-02T12:00:00Z,2024-01-07T13:00:00Z
230809,ZA,29.4506,-26.09742,KOMATI,False,True,South Africa,"7700636, 5110687, 1328996, 5110686, 1329017, 1328939, 1328965, 1328956",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-02T21:00:00Z,2024-03-08T06:00:00Z
230810,ZA,30.11065,-26.08623,Silobela,False,True,South Africa,"7700989, 5087226, 1328985, 5087229, 1328946, 1328971, 1329001, 1328959",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-02T21:00:00Z,2024-03-08T06:00:00Z
230811,ZA,28.0085,-26.68674,Randwater,False,True,South Africa,"7700986, 5086936, 1328929, 5086935, 1328922, 1328919, 1329007, 1328967",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-02T21:00:00Z,2024-03-08T06:00:00Z
230812,ZA,29.85409,-26.97806,Ezamokuhle 2,False,True,South Africa,"5977918, 1328947, 5977912, 1328936, 1328964, 1328961, 1328989",Government Monitor,"35, 7, 19840, 10, 1, 2, 9",2021-08-02T21:00:00Z,2022-09-24T19:00:00Z
230813,ZA,29.28901,-26.21541,Thbelihle,False,True,South Africa,"7701553, 5087407, 1328976, 5087408, 1328960, 1329014, 1328944, 1328940",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-02T21:00:00Z,2024-03-08T06:00:00Z
230815,ZA,27.80656,-26.17033,Mogale City,False,True,South Africa,"1328973, 5977924, 1328932, 5977914, 1328980, 1328924, 1328966",Government Monitor,"8, 35, 7, 19840, 10, 1, 9",2021-08-03T19:00:00Z,2023-12-11T16:00:00Z
230816,ZA,28.94285,-25.97884,Eskom-Chicken Farm,False,True,South Africa,"7700991, 5086560, 1328994, 5086562, 1328943, 1329005, 1328952, 1328968",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-02T21:00:00Z,2024-02-14T22:00:00Z
230817,ZA,28.97446,-26.1079,Kendal,False,True,South Africa,"7700639, 5086564, 1328992, 5086566, 1328955, 1328977, 1328962, 1328999",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-02T21:00:00Z,2024-01-05T09:00:00Z
230819,ZA,29.41733,-26.24548,Elandsfontein-NAQI,False,True,South Africa,"7700637, 5120493, 1328931, 5120492, 1328930, 1329009, 1329012, 1329010",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-02T21:00:00Z,2024-03-07T23:00:00Z
230821,ZA,29.03816,-25.99567,Phola,False,True,South Africa,"7700992, 5086846, 1328941, 5086845, 1329018, 1328921, 1328972, 1328927",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-02T21:00:00Z,2024-03-08T06:00:00Z
230822,ZA,29.25639,-26.25122,Kriel Village,False,True,South Africa,"7700641, 5086563, 1328975, 5086567, 1328963, 1328957, 1328984, 1328953",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-02T21:00:00Z,2024-03-08T06:00:00Z
230823,ZA,29.30783,-26.89181,Grootdraaidam,False,True,South Africa,"7700640, 5977925, 1328925, 5977916, 1328970, 1328997, 1328983, 1328969",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-02T20:00:00Z,2024-02-08T15:00:00Z
230993,ZA,27.628,-23.65603,Marapong,False,True,South Africa,"5977922, 1329955, 5977910, 1329957, 1329954, 1329956, 1329953",Government Monitor,"35, 7, 19840, 10, 1, 2, 9",2021-08-04T21:00:00Z,2022-10-16T21:00:00Z
231281,ZA,30.106,-26.6226,Camden,False,True,South Africa,"7700988, 5086938, 1331417, 5086937, 1331419, 1331420, 1331418, 1331421",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-06T21:00:00Z,2024-03-08T06:00:00Z
234160,ZA,28.17031,-25.74025,Tshwane Market,False,True,South Africa,"1347152, 4275848, 1347151, 4275826, 1347154, 1347155, 1347150, 1347153",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-31T01:00:00Z,2024-03-12T09:00:00Z
234237,ZA,28.14609,-25.75545,PTA West,False,True,South Africa,"1347591, 4276222, 1347589, 4275937, 1347592, 1347593, 6848932, 1347590",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-08-31T01:00:00Z,2024-03-11T07:00:00Z
235851,ZA,28.25454,-25.38512,Hammanskraal,False,True,South Africa,"4277255, 4277286, 1356019, 4277287, 1356017, 1356021, 1356020, 1356018",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2021-09-15T08:00:00Z,2024-03-12T10:00:00Z
235950,ZA,27.69864,-26.23489,Randfontein,False,True,South Africa,"1356562, 5977926, 1356563, 5977921, 1356564, 1356560, 1356561",Government Monitor,"8, 35, 7, 19840, 10, 1, 9",2021-09-16T17:00:00Z,2022-03-15T11:00:00Z
270294,ZA,28.01331,-26.58072,Meyerton,False,True,South Africa,"2000435, 4275873, 1560112, 1560110, 1560111, 1560109",Government Monitor,"7, 19840, 10, 1, 2, 9",2021-10-25T08:00:00Z,2023-11-14T06:00:00Z
299807,ZA,18.51311,-33.95586,Athlone,False,True,South Africa,1704970,Government Monitor,9,2022-03-21T06:00:00Z,2023-12-12T08:00:00Z
315945,ZA,29.31323,-25.97255,Masakhane,False,True,South Africa,"7700985, 5087228, 1792431, 5087224, 1792429, 1792428, 1792430, 1792432",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2022-04-19T18:00:00Z,2024-03-07T09:00:00Z
339653,ZA,17.99221,-32.90172,Vredenburg,False,True,South Africa,"1937905, 5079610, 1937904",Government Monitor,"7, 10, 9",2022-05-18T10:00:00Z,2023-03-28T19:00:00Z
351880,ZA,28.21044,-25.91113,ISAWS Laboratory,False,True,South Africa,"2000110, 2000109, 2000111, 2000108, 2000112",Government Monitor,"7, 10, 1, 2, 9",2022-06-12T06:00:00Z,2022-06-13T08:00:00Z
352781,ZA,28.3013,-26.22808,Wattville,False,True,South Africa,"2055486, 5977928, 2055479, 5977911, 7754910, 7296708, 2003337",Government Monitor,"8, 35, 7, 19840, 1, 9, 6",2021-04-30T22:00:00Z,2024-03-12T11:00:00Z
353596,ZA,28.49577,-26.80103,Grootvlei - Sasol,False,True,South Africa,"5079612, 2007220, 5079613, 2007222, 2007223, 2007224, 2007221",Government Monitor,"35, 7, 19840, 10, 1, 2, 9",2022-07-02T00:00:00Z,2023-05-07T08:00:00Z
355533,ZA,30.17104,-24.61522,Dilokong,False,True,South Africa,"2016121, 4279291, 2016123, 4279290, 2016119, 2016124, 2016122, 2016120",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2022-07-27T01:00:00Z,2024-03-12T10:00:00Z
355884,ZA,17.98497,-32.98312,Saldanha IDZ,False,True,South Africa,"2017561, 2025105, 2017560",Government Monitor,"7, 2, 9",2022-08-01T10:00:00Z,2024-03-12T10:00:00Z
355886,ZA,17.94491,-33.00111,Saldana Bay,False,True,South Africa,"2017565, 2017567",Government Monitor,"7, 9",2022-08-01T10:00:00Z,2022-08-09T11:00:00Z
355971,ZA,27.16754,-25.48351,Ratanang,False,True,South Africa,"2017911, 2017908, 2017909",Government Monitor,"1, 2, 9",2022-08-02T10:00:00Z,2023-11-20T20:00:00Z
356014,ZA,27.12563,-25.59565,Lebone,False,True,South Africa,"2018042, 2018041, 2018040",Government Monitor,"1, 2, 9",2022-08-02T13:00:00Z,2023-07-02T12:00:00Z
357783,ZA,17.94503,-33.00129,Saldanha Bay,False,True,South Africa,"5079616, 2025253, 5079617, 5079615, 2025254",Government Monitor,"35, 7, 19840, 10, 9",2022-09-01T06:00:00Z,2024-03-08T09:00:00Z
364065,ZA,31.14883,-23.96089,Station 2 (Molengraaf Street),False,True,South Africa,2055481,Government Monitor,9,2020-05-31T22:00:00Z,2020-05-31T22:00:00Z
364066,ZA,31.16473,-23.96932,Station 9 (HME),False,True,South Africa,2055480,Government Monitor,9,2020-05-31T22:00:00Z,2020-05-31T22:00:00Z
364067,ZA,28.17733,-26.22736,Germiston - Delville,False,True,South Africa,2055488,Government Monitor,9,2021-05-28T17:00:00Z,2021-05-28T17:00:00Z
364068,ZA,31.86547,-28.77536,Empangeni,False,True,South Africa,"5977913, 2055485, 5977917, 2055482, 2055492, 2055487",Government Monitor,"35, 7, 19840, 10, 1, 9",2018-12-07T08:00:00Z,2018-12-07T08:00:00Z
364069,ZA,28.37811,-26.38493,Tsakane,False,True,South Africa,"2055484, 7055861, 7055862, 7055860, 2055490, 7056704, 7737913",Government Monitor,"8, 35, 7, 19840, 10, 1, 9",2021-04-30T22:00:00Z,2024-03-12T11:00:00Z
364070,ZA,27.31397,-25.6138,Boitekong,False,True,South Africa,"2055483, 2055491",Government Monitor,"1, 9",2019-12-09T16:00:00Z,2019-12-09T16:00:00Z
364072,ZA,31.13285,-23.95302,Station 6 (Naboom Street),False,True,South Africa,2055478,Government Monitor,9,2020-05-31T22:00:00Z,2020-05-31T22:00:00Z
409081,ZA,27.84957,-26.15419,Davidsonville,False,True,South Africa,2277428,Government Monitor,1,2022-12-13T13:00:00Z,2024-03-12T07:00:00Z
575078,ZA,28.71353,-25.68998,Ekandustria,False,True,South Africa,"3193389, 7736923, 3193387, 7736922, 3193392, 3193391, 3193390",Government Monitor,"8, 35, 7, 19840, 10, 2, 9",2024-01-23T08:00:00Z,2024-01-26T20:00:00Z
612190,ZA,29.5057,-25.80967,Columbus,False,True,South Africa,"4276098, 3384977, 4275812, 3384975, 3384976",Government Monitor,"35, 7, 19840, 2, 9",2023-03-22T13:00:00Z,2024-03-11T08:00:00Z
778870,ZA,18.8318,-34.07735,Somerset West,False,True,South Africa,"4276207, 4243165, 4276145, 5088392, 5088393",Government Monitor,"35, 7, 19840, 1, 2",2023-03-29T09:00:00Z,2024-03-12T11:00:00Z
921113,ZA,22.09744,-34.17916,Eskom Gourikwa,False,True,South Africa,"5111853, 5079658, 5111854, 7881154, 5079659",Government Monitor,"35, 7, 19840, 10, 9",2022-10-04T18:00:00Z,2024-03-08T22:00:00Z
921114,ZA,22.09744,-34.17916,Eskom-Gourikwa,False,True,South Africa,"7778732, 7778734, 7778733, 7778735",Government Monitor,"35, 7, 19840, 9",2024-01-27T14:00:00Z,2024-01-27T14:00:00Z
921115,ZA,22.09744,-34.17916,Eskom-Gourikwa,False,True,South Africa,"7778865, 7778866, 7778868, 7778870",Government Monitor,"35, 7, 19840, 9",2024-01-27T14:00:00Z,2024-01-27T14:00:00Z
921138,ZA,27.18386,-25.50776,Luka,False,True,South Africa,"5079720, 5079721, 5079722",Government Monitor,"1, 2, 9",2022-10-04T16:00:00Z,2023-11-20T20:00:00Z
921139,ZA,18.51595,-33.92044,Maitland,False,True,South Africa,"5079726, 5079728, 5079725, 5079729, 5079723, 5079724, 5079727",Government Monitor,"8, 35, 7, 19840, 1, 2, 9",2022-10-04T19:00:00Z,2023-05-11T10:00:00Z
921141,ZA,18.51595,-33.92044,Maitland,False,True,South Africa,"5087803, 5087815, 5087818, 5087802, 5087819, 5087811, 5087807",Government Monitor,"8, 35, 7, 19840, 1, 2, 9",2022-10-04T19:00:00Z,2024-03-12T10:00:00Z
921172,ZA,19.46817,-33.62757,Worcester-NAQI,False,True,South Africa,"5079784, 5079787, 5079783, 5079788, 5079786, 5079781, 5079782, 5079785",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2022-10-04T18:00:00Z,2024-03-12T10:00:00Z
925650,ZA,27.12531,-24.96643,4B Decline,False,True,South Africa,"5104102, 5104103",Government Monitor,"1, 9",2023-05-16T06:00:00Z,2024-03-12T10:00:00Z
925653,ZA,27.14656,-24.91039,Bierspruit,False,True,South Africa,"5104104, 5104105",Government Monitor,"1, 9",2023-05-16T06:00:00Z,2024-03-12T10:00:00Z
925656,ZA,29.41399,-24.0738,Deelkraal,False,True,South Africa,"5104106, 5104107",Government Monitor,"1, 9",2023-05-16T06:00:00Z,2024-01-11T07:00:00Z
925659,ZA,29.4311,-23.90677,Good Hope School,False,True,South Africa,"5104108, 5104109, 5104110",Government Monitor,"1, 2, 9",2023-05-16T05:00:00Z,2023-10-18T06:00:00Z
925662,ZA,27.1406,-24.97844,Hostel,False,True,South Africa,"5104111, 5104112",Government Monitor,"1, 9",2023-05-16T06:00:00Z,2024-03-12T11:00:00Z
925665,ZA,29.47552,-24.01796,North Farm,False,True,South Africa,"5104113, 5104114, 5104115",Government Monitor,"1, 2, 9",2023-05-16T06:00:00Z,2024-03-12T11:00:00Z
925668,ZA,29.45218,-24.04268,South Farm,False,True,South Africa,"5104116, 5104117, 5104118",Government Monitor,"1, 2, 9",2023-05-16T05:00:00Z,2024-03-12T10:00:00Z
987328,ZA,25.61859,-33.78966,ES_Motherwell,False,True,South Africa,"6570328, 6502602, 5707958, 5707956, 5707955, 5707953, 5707954, 6569534, 5707957",Government Monitor,"8, 4, 19843, 5, 3, 1, 2, 9, 6",2023-05-24T04:00:00Z,2024-03-12T09:00:00Z
1038690,ZA,27.16556,-24.97481,Fridge Plant,False,True,South Africa,"5977927, 5977931",Government Monitor,"1, 9",2022-10-22T09:00:00Z,2024-03-12T11:00:00Z
1175102,ZA,30.1529,-23.84349,Mopani,False,True,South Africa,6459247,Government Monitor,9,2023-07-06T10:00:00Z,2024-02-29T07:00:00Z
1209252,ZA,30.4204,-25.0858,Mashishing,False,True,South Africa,"6506186, 6506184, 6506183, 6506187, 6506185, 6506182",Government Monitor,"8, 35, 7, 19840, 10, 9",2023-07-13T09:00:00Z,2024-03-12T10:00:00Z
1236026,ZA,27.877,-26.723,North-West University Vanderbijilpark Campus,False,False,AirGradient,"7972468, 7972459, 6530229, 7972476, 6530244, 7972449",AirGradient Sensor,"19, 1, 2, 98, 100, 125",2023-07-15T13:00:00Z,2025-10-13T09:00:00Z
1236042,ZA,31.25243,-29.43461,"CAP / PLE2, KZN, ZA.",False,False,AirGradient,"7970644, 7970675, 6530274, 7970686, 6530273, 7970657",AirGradient Sensor,"19, 1, 2, 98, 100, 125",2023-07-15T13:00:00Z,2024-08-23T05:00:00Z
1236046,ZA,31.25243,-29.43461,"CAP / PLE, KZN, ZA.",False,False,AirGradient,"7972482, 7972528, 6530277, 7972539, 6530271, 7972516",AirGradient Sensor,"19, 1, 2, 98, 100, 125",2023-07-15T13:00:00Z,2025-10-13T09:00:00Z
1285341,ZA,28.2797,-25.7566,SPARTAN - CSIR,False,True,SPARTAN Network,6566248,Government Monitor,2,2016-02-14T08:00:00Z,2021-12-04T13:00:00Z
1291735,ZA,30.44741,-30.72745,Ugu District ,False,True,South Africa,"6576164, 6576165",Government Monitor,"1, 2",2023-07-20T06:00:00Z,2023-07-20T08:00:00Z
1292268,ZA,30.43515,-30.75244,Ugu District,False,True,South Africa,"6577005, 6577006",Government Monitor,"1, 2",2023-07-20T09:00:00Z,2024-03-12T10:00:00Z
1321146,ZA,27.92864,-26.18903,Glen Austin,False,True,South Africa,6617102,Government Monitor,9,2023-07-26T05:00:00Z,2023-07-26T23:00:00Z
1321147,ZA,28.21348,-25.92888,Midstream,False,True,South Africa,6617103,Government Monitor,9,2023-07-26T06:00:00Z,2024-03-12T10:00:00Z
1362116,ZA,28.17024,-25.96302,Glen Austin,False,True,South Africa,6651957,Government Monitor,9,2023-07-26T23:00:00Z,2024-03-12T10:00:00Z
1371119,ZA,31.37469,-29.33954,"CAP / PGE, KZN, ZA. ",False,False,AirGradient,"7971013, 7979025, 7978993, 7971295, 6666273, 7972586, 6666270, 7972591","N/A, AirGradient Sensor","19, 19, 1, 1, 2, 98, 100, 125",2023-08-02T06:00:00Z,2025-10-13T09:00:00Z
1371978,ZA,27.0939,-24.9506,ES_Mantserre,False,True,South Africa,"6667505, 6667503, 6667506, 6667500, 6667504, 6667502, 6667501",Government Monitor,"4, 19843, 5, 3, 1, 2, 6",2023-08-02T09:00:00Z,2024-03-12T09:00:00Z
1373118,ZA,31.21718,-29.47406,"CAP / UPS, KZN, ZA.",False,False,AirGradient,"7979400, 7971018, 7971327, 7979416, 6670179, 7972483, 6670180, 7972493","N/A, AirGradient Sensor","19, 19, 1, 1, 2, 98, 100, 125",2023-08-02T17:00:00Z,2025-10-13T09:00:00Z
1375629,ZA,31.24192,-29.48417,"CAP - B005, KZN, ZA.",False,False,AirGradient,"6674769, 6674795",AirGradient Sensor,"2, 100",2023-08-03T07:00:00Z,2023-09-12T11:00:00Z
1377024,ZA,30.58626,-29.73849,"CAP CR, KZN, ZA. AirGradient",False,False,AirGradient,"6676863, 6676854",AirGradient Sensor,"2, 100",2023-08-03T15:00:00Z,2023-08-05T09:00:00Z
1378099,ZA,32.03716,-28.78705,"Harbour West, KZN, ZA.",False,False,AirGradient,"7970887, 7979471, 7970908, 7979478, 6678847, 7972950, 6678848, 7972954","N/A, AirGradient Sensor","19, 19, 1, 1, 2, 98, 100, 125",2023-08-03T20:00:00Z,2025-10-13T09:00:00Z
1378279,ZA,32.06641,-28.76268,"Richardia, KZN, ZA.",False,False,AirGradient,"7971037, 7979252, 7979221, 7971034, 6679170, 7972587, 6679181, 7972578","N/A, AirGradient Sensor","19, 19, 1, 1, 2, 98, 100, 125",2023-08-03T21:00:00Z,2025-10-13T09:00:00Z
1381631,ZA,31.21723,-29.51186,"CAP / SEE, KZN, ZA.",False,False,AirGradient,"7971154, 7979168, 7979189, 7970835, 6684121, 7972574, 6684122, 7972548","N/A, AirGradient Sensor","19, 19, 1, 1, 2, 98, 100, 125",2023-08-04T15:00:00Z,2025-09-08T10:00:00Z
1447174,ZA,27.41098,-24.79108,Mobile-Norplats,False,True,South Africa,"6770110, 6770115, 6770116, 6770114, 6770107, 6770111",Government Monitor,"35, 7, 19840, 1, 2, 9",2023-08-17T16:00:00Z,2024-03-12T10:00:00Z
1447175,ZA,27.28986,-24.78527,Smashblock,False,True,South Africa,"6770109, 6770108, 6770117, 6770118, 6770112, 6770113",Government Monitor,"35, 7, 19840, 1, 2, 9",2023-08-17T16:00:00Z,2024-03-12T10:00:00Z
1511919,ZA,19.88332,-33.8022,Robertson Outdoor Sensor,False,False,AirGradient,"7978250, 7971097, 7970915, 7978226, 6864009, 7972665, 6864004, 7972712","N/A, AirGradient Sensor","19, 19, 1, 1, 2, 98, 100, 125",2023-08-31T13:00:00Z,2025-10-13T09:00:00Z
1513344,ZA,19.88347,-33.80221,Robertson Indoor Sensor,False,False,AirGradient,"7972899, 7972879, 6866427, 7972880, 6866439, 7972858",AirGradient Sensor,"19, 1, 2, 98, 100, 125",2023-08-31T21:00:00Z,2024-12-08T07:00:00Z
1516339,ZA,25.65626,-33.76978,Amsterdamplein,False,True,South Africa,"6871326, 6871322, 6871324, 7296705, 6871325, 6871323",Government Monitor,"35, 7, 19840, 10, 1, 9",2023-09-01T12:00:00Z,2024-03-12T10:00:00Z
1523485,ZA,22.2145,-34.0556,ES_George,False,True,South Africa,"6881516, 6881513, 6881518, 6881515, 6881512, 6881519, 6881514",Government Monitor,"4, 19843, 5, 3, 1, 2, 6",2023-09-03T05:00:00Z,2023-09-07T05:00:00Z
1527938,ZA,28.1969,-25.9393,ES_Midstream,False,True,South Africa,"6887321, 6887316, 6887318, 6887320, 6887319, 6887317, 6887315",Government Monitor,"4, 19843, 5, 3, 1, 2, 6",2023-09-04T07:00:00Z,2024-03-12T09:00:00Z
1541054,ZA,22.0031,-34.1625,ES_George,False,True,South Africa,"6906010, 6906006, 6906018, 6906000, 6905977, 6905975, 6906001",Government Monitor,"4, 19843, 5, 3, 1, 2, 6",2023-09-07T07:00:00Z,2023-11-28T00:00:00Z
1590755,ZA,18.51273,-33.83412,"CAP / TVI, WC, ZA.",False,False,AirGradient,"7971328, 7978212, 7978234, 7971209, 6985645, 7972486, 6985644, 7972532","N/A, AirGradient Sensor","19, 19, 1, 1, 2, 98, 100, 125",2023-09-18T16:00:00Z,2025-10-13T09:00:00Z
1760677,ZA,30.65149,-29.72375,Cato Ridge,False,True,South Africa,"7296706, 7296707, 7296709",Government Monitor,"1, 2, 9",2022-05-11T09:00:00Z,2022-05-11T09:00:00Z
1785689,ZA,22.47576,-33.96459,George-NAQI,False,True,South Africa,"7338560, 7338535, 7338532, 7338534, 7338539, 7338563",Government Monitor,"35, 7, 19840, 1, 2, 9",2023-11-01T16:00:00Z,2024-03-12T10:00:00Z
1821379,ZA,28.3729,-26.5083,ES_Heidelberg,False,True,South Africa,"7383807, 7383805, 7383808, 7383806",Government Monitor,"4, 5, 3, 6",2023-11-10T08:00:00Z,2024-03-12T09:00:00Z
1869327,ZA,28.21068,-25.91102,Quanta_Irene,False,True,South Africa,"7439629, 7439630, 7439631, 7439632",Government Monitor,"7, 10, 1, 2",2023-11-22T07:00:00Z,2023-12-24T00:00:00Z
1888337,ZA,27.78749,-26.64662,AMSA Vanderbijlpark Works,False,True,South Africa,"7459270, 7459272, 7459273, 7459275, 7459274, 7459271",Government Monitor,"8, 35, 7, 19840, 1, 9",2023-11-27T02:00:00Z,2024-03-12T10:00:00Z
1895691,ZA,21.267,-33.4893,ES_George,False,True,South Africa,"7467386, 7467382, 7467383, 7467381, 7490907, 7490908, 7467384",Government Monitor,"4, 19843, 5, 3, 1, 2, 6",2023-11-28T20:00:00Z,2024-03-03T00:00:00Z
1895692,ZA,27.52326,-25.67005,Wonderkop Sibanye,False,True,South Africa,"7467385, 7980517",Government Monitor,"1, 9",2023-11-28T16:00:00Z,2024-03-12T10:00:00Z
2385060,ZA,28.97583,-25.85933,Eskom-Balmoral,False,True,South Africa,7813257,Government Monitor,9,2024-02-05T12:00:00Z,2024-02-27T20:00:00Z
2385061,ZA,28.98561,-25.97544,Eskom-Wilge,False,True,South Africa,7813256,Government Monitor,9,2024-02-05T12:00:00Z,2024-03-08T06:00:00Z
2389721,ZA,28.22329,-25.99456,Tembisa,False,True,South Africa,"7818728, 7818729, 7818731, 7818726, 7818727",Government Monitor,"8, 35, 7, 19840, 9",2024-02-06T10:00:00Z,2024-03-12T11:00:00Z
2427852,ZA,29.85009,-26.99757,Eskom-Ezamokuhle,False,True,South Africa,"7866307, 7866300, 7866306, 7866304, 7866305, 7866301, 7866302, 7866303",Government Monitor,"8, 35, 7, 19840, 10, 1, 2, 9",2024-02-14T21:00:00Z,2024-03-08T06:00:00Z
2483823,ZA,31.24528,-29.47564,"CAP / ECE, KZN, ZA.",False,False,AirGradient,"7979582, 7971321, 7970893, 7979561, 7932225, 7972142, 7932226, 7972149","AirGradient Sensor, AirGradient Sensor","19, 19, 1, 1, 2, 98, 100, 125",2024-02-27T09:00:00Z,2025-10-13T09:00:00Z
2505175,ZA,22.2087,-34.0517,ES_George,False,True,South Africa,"7958553, 7958557, 7958552, 7958556, 7958551, 7958555, 7958554",Government Monitor,"4, 19843, 5, 3, 1, 2, 6",2024-03-03T01:00:00Z,2024-03-12T09:00:00Z
2506086,ZA,28.2105,-25.9109,ES_Irene,False,True,South Africa,"7969576, 7959493, 7959494, 7959492, 7959490, 7959491, 7969575",Government Monitor,"4, 19843, 5, 10, 1, 2, 6",2024-03-03T08:00:00Z,2024-03-12T10:00:00Z
2847325,ZA,27.877,-26.723,North-West University Vanderbijilpark Campus,False,False,AirGradient,"9224348, 9224344, 9224319, 9224324, 9224346, 9224332",AirGradient Sensor,"19, 1, 2, 98, 100, 125",2024-05-15T09:00:00Z,2025-10-13T09:00:00Z
2847326,ZA,27.88477,-26.72469,North-West University Vanderbijilpark Campus,False,False,AirGradient,"9224335, 9224323, 9224338, 9224325, 9224350, 9224330",AirGradient Sensor,"19, 1, 2, 98, 100, 125",2024-05-15T09:00:00Z,2025-10-13T09:00:00Z
2949269,ZA,31.04001,-29.75369,Glen Anil,False,False,AirGradient,"9932581, 9932584, 9932583, 9932582, 9932585, 9932586",AirGradient Sensor,"19, 1, 2, 98, 100, 125",2024-07-13T23:00:00Z,2025-09-27T17:00:00Z
2959203,ZA,32.03902,-28.7313,"Brackenham, KZN, ZA.",False,False,AirGradient,"9988609, 9988659, 9988620, 9988627, 9988604, 9988647",AirGradient Sensor,"19, 1, 2, 98, 100, 125",2024-07-18T08:00:00Z,2025-10-13T09:00:00Z
2959824,ZA,32.05481,-28.74472,"CBD, KZN, ZA.",False,False,AirGradient,"9992993, 9993007, 9992979, 9993000, 9992989, 9993008",AirGradient Sensor,"19, 1, 2, 98, 100, 125",2024-07-18T10:00:00Z,2025-10-13T09:00:00Z
2960156,ZA,31.89354,-28.82923,"Felixton, KZN, ZA.",False,False,AirGradient,"9994272, 9994289, 9994280, 9994281, 9994260, 9994259",AirGradient Sensor,"19, 1, 2, 98, 100, 125",2024-07-18T13:00:00Z,2025-10-13T09:00:00Z
2960311,ZA,32.03902,-28.7313,"Brackenham, KZN, ZA",False,False,AirGradient,"9995769, 10141749, 10141750, 9995797, 9995787, 10141751, 9995775, 9995772, 10141753, 10141752, 9995827","AirGradient Sensor, AirGradient Sensor","19, 19, 1, 1, 2, 2, 98, 100, 100, 128, 125",2024-07-18T15:00:00Z,2024-07-19T05:00:00Z
2962304,ZA,31.91168,-28.86524,"eSikhaleni, KZN, ZA.",False,False,AirGradient,"10003837, 10003838, 10003874, 10003815, 10003829, 10003833",AirGradient Sensor,"19, 1, 2, 98, 100, 125",2024-07-19T08:00:00Z,2025-10-13T09:00:00Z
